program	rep	depth	noReads	percMutate	targMut	lenRef	refMatch	refSnp	refIns	refDel	refNs	matches	snp	ins	del	Ns	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajCon	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
LiloIvar	7	30	2790	1000	2990	29903	26945	2935	23	23	0	ERR	ERR	ERR	ERR	ERR	111.06	23.33	205.22	394852	205%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	30	2790	1000	2990	29903	26945	2935	23	23	0	ERR	ERR	ERR	ERR	ERR	111.06	23.33	205.22	394852	205%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	30	2790	1000	2990	29903	26945	2935	23	23	0	29884	5	2	14	1822	0.82	0.03	1.45	11648	180%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	30	2790	1000	2990	29903	26945	2935	23	23	0	29884	4	1	15	7731	0.96	0.04	1.65	11656	176%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	127	30.21	3.27	29.74	384136	109%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	1	0	424	0.67	0.25	0.86	9880	165%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	424	0.74	0.22	1.01	10008	164%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	120	0	142	165.03	25.25	292.28	399972	192%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	151	0	142	165.03	25.25	292.28	399972	192%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	142	165.03	25.25	292.28	399972	192%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	142	165.03	25.25	292.28	399972	192%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	143	165.03	25.25	292.28	399972	192%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	143	165.03	25.25	292.28	399972	192%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	30	0.14	0.03	0.21	10300	178%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	0	0	1700	0	0	0	0	0	1700	0	0	0	413	0.14	0.01	0.23	12100	180%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	127	28.68	3.10	28.37	384564	109%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	1	0	149	0.64	0.16	0.90	8744	166%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	152	0.73	0.19	1.00	8872	163%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	167	0	143	162.32	25.20	289.40	401180	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	200	0	142	162.32	25.20	289.40	401180	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	142	162.32	25.20	289.40	401180	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	142	162.32	25.20	289.40	401180	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	143	162.32	25.20	289.40	401180	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	143	162.32	25.20	289.40	401180	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	30	0.14	0.01	0.25	10364	175%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	100	17	1700	1683	17	0	0	0	1700	0	0	0	413	0.14	0.01	0.23	8800	172%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	127	29.35	3.38	28.76	384592	109%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	2	0	435	0.64	0.17	0.88	12168	163%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	438	0.71	0.16	0.99	14032	162%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	167	0	143	162.14	25.03	289.37	397352	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	200	0	142	162.14	25.03	289.37	397352	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	142	162.14	25.03	289.37	397352	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	142	162.14	25.03	289.37	397352	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	143	162.14	25.03	289.37	397352	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	143	162.14	25.03	289.37	397352	193%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	30	0.14	0.00	0.25	8828	175%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	200	34	1700	1666	34	0	0	0	1700	0	0	0	413	0.14	0.02	0.22	10040	179%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	127	29.10	3.33	28.56	385908	109%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	500	85	1700	1615	85	0	0	0	1698	0	5	2	132	0.50	0.15	0.72	13616	171%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	500	85	1700	1615	85	0	0	0	1698	0	0	2	761	0.53	0.10	0.78	10192	164%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	132	0	142	161.66	24.67	289.57	400260	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	138	0	143	161.66	24.67	289.57	400260	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	142	161.66	24.67	289.57	400260	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	143	161.66	24.67	289.57	400260	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	143	161.66	24.67	289.57	400260	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	145	161.66	24.67	289.57	400260	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	30	0.16	0.00	0.27	12084	169%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	500	85	1700	1615	85	0	0	0	1700	0	0	0	413	0.14	0.01	0.25	10316	178%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	127	30.15	3.24	29.71	384308	109%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	1000	170	1700	1532	167	1	1	0	1698	0	2	2	437	0.45	0.15	0.60	10304	167%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	1000	170	1700	1532	167	1	1	0	1698	0	0	2	438	0.53	0.10	0.75	11020	161%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	132	0	142	161.09	24.91	287.92	399532	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	138	0	143	161.09	24.91	287.92	399532	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	142	161.09	24.91	287.92	399532	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	143	161.09	24.91	287.92	399532	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	143	161.09	24.91	287.92	399532	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	145	161.09	24.91	287.92	399532	194%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	30	0.14	0.01	0.24	8944	181%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	1000	170	1700	1532	167	1	1	0	1700	0	0	0	413	0.14	0.01	0.24	10160	180%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.1500	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	0	0	960	48.18	3.28	47.91	386588	106%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	6	0	2181	1.37	0.46	1.92	13732	173%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	0	0	1823	1.62	0.46	2.29	10848	170%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	365	0	931	219.93	33.56	448.28	401624	219%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	484	0	931	219.93	33.56	448.28	401624	219%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	0	0	931	219.93	33.56	448.28	401624	219%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	3	0	931	219.93	33.56	448.28	401624	219%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	0	0	934	219.93	33.56	448.28	401624	219%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	3	0	934	219.93	33.56	448.28	401624	219%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	0	0	730	0.28	0.00	0.48	9316	175%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	0	0	5700	0	0	0	0	0	5700	0	0	0	1178	0.28	0.01	0.49	11112	175%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	1	0	960	48.81	3.46	48.38	388060	106%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	8	0	1501	1.38	0.39	2.03	9280	175%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	100	57	5700	5643	57	0	0	0	5674	24	71	2	1987	1.57	0.44	2.23	11240	170%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	357	0	932	221.87	33.05	449.86	399292	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	479	0	931	221.87	33.05	449.86	399292	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	0	0	931	221.87	33.05	449.86	399292	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	3	0	931	221.87	33.05	449.86	399292	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	0	0	934	221.87	33.05	449.86	399292	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	3	0	934	221.87	33.05	449.86	399292	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	0	0	730	0.27	0.02	0.47	16532	177%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	7	50	4650	100	57	5700	5643	57	0	0	0	5700	0	0	0	1178	0.29	0.02	0.48	10876	175%	1024	7168	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	7	50	4650	200	114	5700	5586	114	0	0	0	5698	2	1	0	960	48.96	3.39	48.59	386976	106%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	7	0	1501	1.31	0.48	1.81	15704	175%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	0	0	1237	1.54	0.48	2.17	11292	172%	1024	7168	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	354	0	945	221.57	32.88	449.31	398828	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	474	0	945	221.57	32.88	449.31	398828	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	0	0	945	221.57	32.88	449.31	398828	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	3	0	945	221.57	32.88	449.31	398828	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	0	0	948	221.57	32.88	449.31	398828	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	7	50	4650	200	114	5700	5586	114	0	0	0	5700	0	3	0	948	221.57	32.88	449.31	398828	217%	1024	7168	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
