program	rep	depth	noReads	percMutate	targMut	mutLen	refLen	refNs	refSnp	refIndel	conLen	Ns	snp	indel	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajcon	usedIvar	usedRacon	medakaPolish	ivarPolish	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
Lilo	5	100	9300	0	0	5700	5700	0	0	0	5563	136.437	0	0	286.10	42.51	633.52	399248	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	0	0	5700	5700	0	0	0	5568	136.315	0	1.0397	286.10	42.51	633.52	399248	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	0	0	5700	5700	0	0	0	5629	147.095	0	0	286.10	42.51	633.52	399248	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	0	0	5700	5700	0	0	0	5634	146.965	0	1.0404	286.10	42.51	633.52	399248	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	0	0	5700	5700	0	0	0	5700	144.035	0	0	1.38	0.06	3.18	19372	233%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	0	0	5700	5700	0	0	0	5700	206.491	0	0	0.53	0.04	0.93	18608	183%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	100	57	5700	5700	0	10	0	5700	168.421	0	0	56.52	3.41	56.76	430488	106%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	100	57	5700	5700	0	10	0	5621	316.492	1.0411	0.7808	3.17	0.96	4.84	40828	182%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	5	100	9300	100	57	5700	5700	0	10	0	5618	317.195	0	0	3.68	1.02	5.34	40968	172%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	100	57	5700	5700	0	10	0	6197	122.479	0	2.2898	286.06	43.03	633.95	402432	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	100	57	5700	5700	0	10	0	6220	122.026	0	3.5219	286.06	43.03	633.95	402432	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	100	57	5700	5700	0	10	0	5563	136.437	0	0	286.06	43.03	633.95	402432	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	100	57	5700	5700	0	10	0	5568	136.315	0	1.0397	286.06	43.03	633.95	402432	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	100	57	5700	5700	0	10	0	5629	147.095	0	0	286.06	43.03	633.95	402432	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	100	57	5700	5700	0	10	0	5634	146.965	0	1.0404	286.06	43.03	633.95	402432	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	100	57	5700	5700	0	10	0	5700	144.035	0	0	1.40	0.06	3.17	19284	231%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	100	57	5700	5700	0	10	0	5700	206.491	0	0	0.53	0.04	0.94	19716	185%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	200	114	5700	5700	0	20	0	5700	168.597	0	0	58.38	3.68	58.36	433888	106%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	200	114	5700	5700	0	20	0	5617	310.13	1.0267	1.0267	3.63	1.12	5.64	41060	186%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	5	100	9300	200	114	5700	5700	0	20	0	5614	288.742	1.6986	0.2427	3.99	1.06	6.26	40988	183%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	200	114	5700	5700	0	20	0	6197	122.479	0	2.2898	286.16	43.58	634.32	400696	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	200	114	5700	5700	0	20	0	6220	122.026	0	3.5219	286.16	43.58	634.32	400696	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	200	114	5700	5700	0	20	0	5563	136.437	0	0	286.16	43.58	634.32	400696	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	200	114	5700	5700	0	20	0	5568	136.315	0	1.0397	286.16	43.58	634.32	400696	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	200	114	5700	5700	0	20	0	5629	147.095	0	0	286.16	43.58	634.32	400696	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	200	114	5700	5700	0	20	0	5634	146.965	0	1.0404	286.16	43.58	634.32	400696	236%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	200	114	5700	5700	0	20	0	5700	144.386	0	0	1.36	0.07	3.14	17568	235%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	200	114	5700	5700	0	20	0	5700	206.491	0	0	0.54	0.04	0.96	17848	184%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	500	285	5700	5700	0	49.7364	0	5700	168.421	0.2116	0.4233	56.60	3.52	56.71	430632	106%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	500	285	5700	5700	0	49.7364	0	5614	314.036	0	0.7784	3.44	1.13	5.30	41100	186%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	5	100	9300	500	285	5700	5700	0	49.7364	0	5613	335.827	1.8168	0.5191	3.77	1.17	5.69	40784	182%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	500	285	5700	5700	0	49.7364	0	6193	122.558	0	2.2898	287.94	42.72	635.55	400784	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	500	285	5700	5700	0	49.7364	0	6216	122.104	0	3.5219	287.94	42.72	635.55	400784	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	500	285	5700	5700	0	49.7364	0	5563	136.437	0	0	287.94	42.72	635.55	400784	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	500	285	5700	5700	0	49.7364	0	5568	136.315	0	1.0397	287.94	42.72	635.55	400784	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	500	285	5700	5700	0	49.7364	0	5629	147.095	0	0	287.94	42.72	635.55	400784	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	500	285	5700	5700	0	49.7364	0	5634	146.965	0	1.0404	287.94	42.72	635.55	400784	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	500	285	5700	5700	0	49.7364	0	5700	145.439	0	0	1.35	0.04	3.15	17832	236%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	500	285	5700	5700	0	49.7364	0	5700	206.491	0	0	0.55	0.03	0.99	18164	184%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	1000	570	5700	5700	0	0	0	5701	168.392	0.2129	0.2129	55.24	3.35	55.48	436756	106%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	1000	570	5700	5700	0	0	0	5620	270.107	0	0.487	2.42	0.63	3.67	41228	177%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	5	100	9300	1000	570	5700	5700	0	0	0	5618	273.229	0	0	2.73	0.79	3.98	40828	174%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	1000	570	5700	5700	0	0	0	6313	166.957	0	1.8412	284.40	42.76	628.29	401088	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	1000	570	5700	5700	0	0	0	6374	166.928	0	3.2547	284.40	42.76	628.29	401088	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	1000	570	5700	5700	0	0	0	5923	177.613	0	0	284.40	42.76	628.29	401088	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	1000	570	5700	5700	0	0	0	5929	179.457	0	1.2303	284.40	42.76	628.29	401088	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	1000	570	5700	5700	0	0	0	5629	147.806	0	0	284.40	42.76	628.29	401088	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	1000	570	5700	5700	0	0	0	5635	149.956	0	1.2492	284.40	42.76	628.29	401088	235%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	1000	570	5700	5700	0	0	0	5700	156.842	0	0	1.28	0.04	3.06	19540	241%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	1000	570	5700	5700	0	0	0	5700	206.667	0	0	0.55	0.02	1.01	19168	188%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	0	0	11800	11800	0	0	0	11800	105.763	0	0	99.59	3.75	100.41	436292	104%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	0	0	11800	11800	0	0	0	11698	102.069	0.3771	0.8485	5.40	1.52	9.02	41036	195%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	5	100	9300	0	0	11800	11800	0	0	0	11685	101.583	0	0.0944	6.30	1.46	10.51	41000	190%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	0	0	11800	11800	0	0	0	13349	76.9346	0	2.5383	418.19	58.94	998.43	403960	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	0	0	11800	11800	0	0	0	13390	76.9978	0	3.4742	418.19	58.94	998.43	403960	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	0	0	11800	11800	0	0	0	11644	88.1141	0	0.0942	418.19	58.94	998.43	403960	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	0	0	11800	11800	0	0	0	11654	88.4675	0	0.8468	418.19	58.94	998.43	403960	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	0	0	11800	11800	0	0	0	11710	93.5952	0	0.0942	418.19	58.94	998.43	403960	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	0	0	11800	11800	0	0	0	11719	94.0353	0	0.7531	418.19	58.94	998.43	403960	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	0	0	11800	11800	0	0	0	11799	86.7023	0	0.0928	2.62	0.08	6.13	21132	236%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	0	0	11800	11800	0	0	0	11798	138.752	0	0.1968	0.95	0.05	1.75	19944	189%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	100	118	11800	11800	0	10	0	11801	105.754	0	0.0948	95.41	3.51	96.45	445572	104%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	100	118	11800	11800	0	10	0	11695	102.009	1.8861	0.8487	5.51	1.47	9.37	41040	196%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
buildCon	5	100	9300	100	118	11800	11800	0	10	0	11685	100.813	0	0.0944	6.39	1.45	10.78	41020	191%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	100	118	11800	11800	0	10	0	13336	77.0096	0	2.5383	417.88	59.77	995.17	405452	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	100	118	11800	11800	0	10	0	13377	77.0726	0	3.4742	417.88	59.77	995.17	405452	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
Lilo	5	100	9300	100	118	11800	11800	0	10	0	11644	88.1141	0	0.0942	417.88	59.77	995.17	405452	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	100	118	11800	11800	0	10	0	11654	88.4675	0	0.8468	417.88	59.77	995.17	405452	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	TRUE	FALSE
Lilo	5	100	9300	100	118	11800	11800	0	10	0	11710	93.5952	0	0.0942	417.88	59.77	995.17	405452	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
Lilo	5	100	9300	100	118	11800	11800	0	10	0	11719	94.0353	0	0.7531	417.88	59.77	995.17	405452	252%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
ivar	5	100	9300	100	118	11800	11800	0	10	0	11799	86.7023	0	0.0928	2.60	0.05	6.10	19424	236%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
ivarTrim	5	100	9300	100	118	11800	11800	0	10	0	11798	138.752	0	0.1968	0.95	0.04	1.76	18744	189%	1024	5120	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	FALSE
artic	5	100	9300	200	236	11800	11800	0	20	0	11800	105.763	0.0948	0	97.27	3.46	98.38	442060	104%	1024	5120	r941_prom_high_g344	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	TRUE	FALSE	FALSE
buildCon	5	100	9300	200	236	11800	11800	0	20	0	11696	128.762	2.4291	0.9716	5.94	1.73	9.96	41064	197%	1024	5120	r941_prom_high_g344	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	320	33	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	11-quast-bench/11-quast-bench	FALSE	FALSE	TRUE
